city,city_ascii,state_id,state_name,county_name,county_fips,zip,lat,lng,population,source,id
Holland,Holland,TX,Texas,Bell,48027,76534,30.8782423,-97.4016697,1121,polygon,1840022157
Seven Oaks,Seven Oaks,TX,Texas,Polk,48373,77351,30.8521374,-94.8671545,111,polygon,1840022158
Livingston,Livingston,TX,Texas,Polk,48373,77351 77399,30.711029,-94.9329898,5335,polygon,1840022159
Buckholts,Buckholts,TX,Texas,Milam,48331,76518,30.8729661,-97.1249919,515,polygon,1840022160
Thorndale,Thorndale,TX,Texas,Milam,48331,76577,30.6138101,-97.2055482,1336,polygon,1840022161
Wixon Valley,Wixon Valley,TX,Texas,Brazos,48041,77808,30.7621387,-96.3188508,254,polygon,1840022162
Kurten,Kurten,TX,Texas,Brazos,48041,77808,30.7871377,-96.2641274,398,polygon,1840022163
Sunrise Beach Village,Sunrise Beach Village,TX,Texas,Llano,48299,78643,30.5996319,-98.4100274,713,polygon,1840022164
Taylor,Taylor,TX,Texas,Williamson,48491,76574,30.5707551,-97.4094438,15191,polygon,1840022165
Thrall,Thrall,TX,Texas,Williamson,48491,76578,30.5904772,-97.2969402,839,polygon,1840022166
Weir,Weir,TX,Texas,Williamson,48491,78626 78674,30.6738046,-97.5847288,450,polygon,1840022167
Shepherd,Shepherd,TX,Texas,San Jacinto,48407,77371,30.4979813,-94.9966006,2319,polygon,1840022168
Todd Mission,Todd Mission,TX,Texas,Grimes,48185,77363,30.2615994,-95.8302284,107,polygon,1840022169
Snook,Snook,TX,Texas,Burleson,48051,77878 77879,30.488816,-96.4644102,511,polygon,1840022170
Somerville,Somerville,TX,Texas,Burleson,48051,77879,30.3460432,-96.5283023,1376,polygon,1840022171
Sonora,Sonora,TX,Texas,Sutton,48435,76950,30.5668484,-100.6434273,3027,polygon,1840022172
Shenandoah,Shenandoah,TX,Texas,Montgomery,48339,77381 77380 77385,30.1802151,-95.4557726,2134,polygon,1840022173
Splendora,Splendora,TX,Texas,Montgomery,48339,77372,30.2329914,-95.1610438,1615,polygon,1840022174
Willis,Willis,TX,Texas,Montgomery,48339,77378 77318,30.4249276,-95.4799418,5662,polygon,1840022175
Woodbranch,Woodbranch,TX,Texas,Montgomery,48339,77357,30.1810485,-95.1888218,1282,polygon,1840022176
Cut and Shoot,Cut and Shoot,TX,Texas,Montgomery,48339,77303 77306,30.3332654,-95.357994,1070,polygon,1840022177
Roman Forest,Roman Forest,TX,Texas,Montgomery,48339,77357,30.1791039,-95.1624323,1538,polygon,1840022178
Sunset Valley,Sunset Valley,TX,Texas,Travis,48453,78745 78735,30.2257648,-97.803617,749,polygon,1840022179
West Lake Hills,West Lake Hills,TX,Texas,Travis,48453,78746,30.2979843,-97.8019515,3063,polygon,1840022180
Lexington,Lexington,TX,Texas,Lee,48287,78947,30.4190974,-97.0116515,1177,polygon,1840022181
Silsbee,Silsbee,TX,Texas,Hardin,48199,77656,30.3490976,-94.1779624,6611,polygon,1840022182
Sour Lake,Sour Lake,TX,Texas,Hardin,48199,77659,30.1402122,-94.4110239,1813,polygon,1840022183
Round Mountain,Round Mountain,TX,Texas,Blanco,48031,78663,30.4315837,-98.3447448,181,polygon,1840022184
Kenefick,Kenefick,TX,Texas,Liberty,48291,77535,30.1091033,-94.8582582,563,polygon,1840022185
Smithville,Smithville,TX,Texas,Bastrop,48021,78957,30.0085542,-97.1594321,3817,polygon,1840022186
Burton,Burton,TX,Texas,Washington,48477,77835,30.1821602,-96.5955277,300,polygon,1840022187
San Marcos,San Marcos,TX,Texas,Hays,48209,78666 78667,29.8832749,-97.9413941,44894,polygon,1840022188
Uhland,Uhland,TX,Texas,Hays,48209,78640,29.9577184,-97.7861137,1014,polygon,1840022189
Wimberley,Wimberley,TX,Texas,Hays,48209,78676,29.9974362,-98.0986204,2626,polygon,1840022190
Woodcreek,Woodcreek,TX,Texas,Hays,48209,78676,30.0282683,-98.1111211,1457,polygon,1840022191
Rocksprings,Rocksprings,TX,Texas,Edwards,48137,78880,30.0157647,-100.2053582,1182,polygon,1840022192
Vidor,Vidor,TX,Texas,Orange,48361,77662 77670,30.1316001,-94.0154542,10579,polygon,1840022193
West Orange,West Orange,TX,Texas,Orange,48361,77630,30.0821548,-93.7582224,3443,polygon,1840022194
Waller,Waller,TX,Texas,Waller,48473,77484,30.0566085,-95.9268986,2326,polygon,1840022195
Taylor Landing,Taylor Landing,TX,Texas,Jefferson,48245,77705,29.86222,-94.131081,228,polygon,1840022196
Seabrook,Seabrook,TX,Texas,Harris,48201,77586,29.5641184,-95.0254839,11952,polygon,1840022197
Shoreacres,Shoreacres,TX,Texas,Harris,48201,77571,29.6202287,-95.009928,1493,polygon,1840022198
South Houston,South Houston,TX,Texas,Harris,48201,77587,29.663008,-95.2354902,16983,polygon,1840022199
Southside Place,Southside Place,TX,Texas,Harris,48201,77025 77005,29.7060634,-95.4368849,1715,polygon,1840022200
Spring Valley Village,Spring Valley Village,TX,Texas,Harris,48201,77024 77055,29.7898423,-95.5040761,3715,polygon,1840022201
Taylor Lake Village,Taylor Lake Village,TX,Texas,Harris,48201,77586,29.5752298,-95.0502069,3544,polygon,1840022202
Tomball,Tomball,TX,Texas,Harris,48201,77375 77377,30.0971621,-95.6160549,10753,polygon,1840022203
Webster,Webster,TX,Texas,Harris,48201,77598 77058,29.5377315,-95.1182645,10400,polygon,1840022204
West University Place,West University Place,TX,Texas,Harris,48201,77005,29.7180075,-95.4338292,14787,polygon,1840022205
Schulenburg,Schulenburg,TX,Texas,Fayette,48149,78956,29.6819003,-96.9030366,2852,polygon,1840022206
Round Top,Round Top,TX,Texas,Fayette,48149,78954 78961,30.0652201,-96.6960867,90,polygon,1840022207
Flatonia,Flatonia,TX,Texas,Fayette,48149,78941,29.6877325,-97.1085972,1383,polygon,1840022208
Sealy,Sealy,TX,Texas,Austin,48015,77474,29.7807878,-96.1571834,6019,polygon,1840022209
Wallis,Wallis,TX,Texas,Austin,48015,77485,29.6313486,-96.0652362,1252,polygon,1840022210
Weimar,Weimar,TX,Texas,Colorado,48089,78962,29.7030111,-96.7805333,2151,polygon,1840022211
Santa Clara,Santa Clara,TX,Texas,Guadalupe,48187,78124,29.5118979,-98.1213971,725,polygon,1840022212
Schertz,Schertz,TX,Texas,Guadalupe,48187,78108 78154,29.5521737,-98.2697341,31465,polygon,1840022213
Seguin,Seguin,TX,Texas,Guadalupe,48187,78155 78156,29.5688411,-97.9647269,25175,polygon,1840022214
Simonton,Simonton,TX,Texas,Fort Bend,48157,77476 77485,29.679402,-95.977178,814,polygon,1840022215
Stafford,Stafford,TX,Texas,Fort Bend,48157,77477 77497,29.6160671,-95.5577221,17693,polygon,1840022216
Sugar Land,Sugar Land,TX,Texas,Fort Bend,48157,77498 77478 77479 77487 77496,29.6196787,-95.6349463,78817,polygon,1840022217
Smiley,Smiley,TX,Texas,Gonzales,48177,78159,29.2677433,-97.6358283,549,polygon,1840022218
Waelder,Waelder,TX,Texas,Gonzales,48177,78959,29.6932868,-97.2991571,1065,polygon,1840022219
San Antonio,San Antonio,TX,Texas,Bexar,48029,78112 78233 78259 78258 78252 78251 78250 78257 78256 78255 78254 78208 78201 78202 78203 78204 78205 78207 78245 78242 78248 78231 78230 78232 78235 78234 78237 78239 78238 78209 78109 78266 78260 78219 78218 78217 78216 78215 78214 78213 78212 78211 78210 78244 78247 78240 78249 78023 78222 78223 78220 78221 78226 78227 78224 78225 78228 78229 78054 78206 78241 78246 78265 78268 78269 78270 78278 78279 78280 78283 78284 78285 78288 78289 78291 78292 78293 78294 78295 78296 78297 78298 78299,29.4241219,-98.4936282,1327407,polygon,1840022220
Selma,Selma,TX,Texas,Bexar,48029,78154,29.5843948,-98.3058463,5540,polygon,1840022221
Shavano Park,Shavano Park,TX,Texas,Bexar,48029,78231 78230 78249,29.5849496,-98.5525194,3035,polygon,1840022222
Somerset,Somerset,TX,Texas,Bexar,48029,78069,29.2263504,-98.6577985,1631,polygon,1840022223
Terrell Hills,Terrell Hills,TX,Texas,Bexar,48029,78209,29.4749535,-98.4508497,4878,polygon,1840022224
Universal City,Universal City,TX,Texas,Bexar,48029,78148,29.5480071,-98.2911235,18530,polygon,1840022225
Windcrest,Windcrest,TX,Texas,Bexar,48029,78239 78218,29.515508,-98.3802925,5364,polygon,1840022226
Saint Hedwig,Saint Hedwig,TX,Texas,Bexar,48029,78101 78152,29.4144012,-98.2000099,2094,polygon,1840022227
Hollywood Park,Hollywood Park,TX,Texas,Bexar,48029,78232,29.6005047,-98.48724,3062,polygon,1840022228
Wharton,Wharton,TX,Texas,Wharton,48481,77488,29.3116366,-96.1027371,8832,polygon,1840022229
Shiner,Shiner,TX,Texas,Lavaca,48285,77984,29.4291304,-97.1705425,2069,polygon,1840022230
Uvalde,Uvalde,TX,Texas,Uvalde,48463,78801,29.2096836,-99.7861679,15751,polygon,1840022231
Spofford,Spofford,TX,Texas,Kinney,48271,78832,29.1752389,-100.4136881,95,polygon,1840022232
Santa Fe,Santa Fe,TX,Texas,Galveston,48167,77517 77510,29.3780129,-95.1057625,12222,polygon,1840022233
Texas City,Texas City,TX,Texas,Galveston,48167,77591 77590 77539 77554 77592,29.383845,-94.9027002,45099,polygon,1840022234
Surfside Beach,Surfside Beach,TX,Texas,Brazoria,48039,77541,28.9444142,-95.2888257,482,polygon,1840022235
Sweeny,Sweeny,TX,Texas,Brazoria,48039,77480,29.0388615,-95.6985608,3684,polygon,1840022236
West Columbia,West Columbia,TX,Texas,Brazoria,48039,77486,29.1438582,-95.6452249,3905,polygon,1840022237
Quintana,Quintana,TX,Texas,Brazoria,48039,77541,28.9333037,-95.3082711,56,polygon,1840022238
Holiday Lakes,Holiday Lakes,TX,Texas,Brazoria,48039,77515,29.2096878,-95.5168874,1107,polygon,1840022239
Stockdale,Stockdale,TX,Texas,Wilson,48493,78160,29.2369085,-97.9600036,1442,polygon,1840022240
Poth,Poth,TX,Texas,Wilson,48493,78147,29.0696917,-98.0819508,1908,polygon,1840022241
Yoakum,Yoakum,TX,Texas,DeWitt,48123,77995,29.2877469,-97.151931,5815,polygon,1840022242
Yorktown,Yorktown,TX,Texas,DeWitt,48123,78164,28.9810888,-97.5027719,2092,polygon,1840022243
Runge,Runge,TX,Texas,Karnes,48255,78151,28.8833119,-97.7130543,1031,polygon,1840022244
Victoria,Victoria,TX,Texas,Victoria,48469,77901 77904 77905 77902 77903,28.8052674,-97.0035982,62592,polygon,1840022245
Three Rivers,Three Rivers,TX,Texas,Live Oak,48297,78071,28.4602717,-98.1825071,1848,polygon,1840022246
Seadrift,Seadrift,TX,Texas,Calhoun,48057,77983,28.4152807,-96.7135933,1364,polygon,1840022247
Refugio,Refugio,TX,Texas,Refugio,48391,78377,28.3052838,-97.2752704,2890,polygon,1840022248
Fulton,Fulton,TX,Texas,Aransas,48007,78358 78382,28.0614047,-97.0411008,1358,polygon,1840022249
San Patricio,San Patricio,TX,Texas,San Patricio,48409,78368,27.9544619,-97.7719419,395,polygon,1840022250
Sinton,Sinton,TX,Texas,San Patricio,48409,78387,28.0366818,-97.5091611,5665,polygon,1840022251
Taft,Taft,TX,Texas,San Patricio,48409,78390,27.9789074,-97.3986041,3048,polygon,1840022252
Lake City,Lake City,TX,Texas,San Patricio,48409,78368,28.0794565,-97.8858331,509,polygon,1840022253
Lakeside,Lakeside,TX,Texas,San Patricio,48409,78368,28.10454,-97.86117,312,polygon,1840022254
San Diego,San Diego,TX,Texas,Duval,48131,78384,27.7639145,-98.2388953,4488,polygon,1840022255
San Juan,San Juan,TX,Texas,Hidalgo,48215,78589,26.1892409,-98.1552872,33856,polygon,1840022256
Sullivan City,Sullivan City,TX,Texas,Hidalgo,48215,78595,26.2775706,-98.563633,4002,polygon,1840022257
Weslaco,Weslaco,TX,Texas,Hidalgo,48215,78596 78599,26.1595195,-97.9908366,35670,polygon,1840022258
San Perlita,San Perlita,TX,Texas,Willacy,48489,78580 78590,26.5011785,-97.6397112,573,polygon,1840022259
San Benito,San Benito,TX,Texas,Cameron,48061,78586,26.132576,-97.6311006,24250,polygon,1840022260
Primera,Primera,TX,Texas,Cameron,48061,78552,26.2259079,-97.7580492,4070,polygon,1840022261
Rancho Viejo,Rancho Viejo,TX,Texas,Cameron,48061,78575,26.0395222,-97.5563763,2437,polygon,1840022262
Indian Lake,Indian Lake,TX,Texas,Cameron,48061,78566,26.0892433,-97.5024853,640,polygon,1840022263
Laguna Vista,Laguna Vista,TX,Texas,Cameron,48061,78578,26.1009111,-97.2902543,3117,polygon,1840022264
Los Indios,Los Indios,TX,Texas,Cameron,48061,78586 78567,26.0492445,-97.7449935,1083,polygon,1840022265
Nashua,Nashua,MT,Montana,Valley,30105,59248,48.1322422,-106.3564204,290,polygon,1840022266
Opheim,Opheim,MT,Montana,Valley,30105,59250,48.8566918,-106.4072535,85,polygon,1840022267
Nespelem,Nespelem,WA,Washington,Okanogan,53047,99155,48.1671004,-118.9747476,236,polygon,1840022268
Conconully,Conconully,WA,Washington,Okanogan,53047,98819,48.557371,-119.7497894,210,polygon,1840022269
Coulee Dam,Coulee Dam,WA,Washington,Okanogan,53047,99116,47.9654304,-118.9761322,1098,polygon,1840022270
Twisp,Twisp,WA,Washington,Okanogan,53047,98856,48.3634784,-120.122303,919,polygon,1840022271
Winthrop,Winthrop,WA,Washington,Okanogan,53047,98862,48.4779232,-120.1861956,394,polygon,1840022272
Marcus,Marcus,WA,Washington,Stevens,53065,99126 99151,48.6632362,-118.068323,183,polygon,1840022273
Northport,Northport,WA,Washington,Stevens,53065,99157,48.9160223,-117.7816505,295,polygon,1840022274
Springdale,Springdale,WA,Washington,Stevens,53065,99173,48.0573924,-117.7413489,285,polygon,1840022275
Metaline,Metaline,WA,Washington,Pend Oreille,53051,99152,48.8504748,-117.3908003,173,polygon,1840022276
Metaline Falls,Metaline Falls,WA,Washington,Pend Oreille,53051,99153,48.8638091,-117.3724667,238,polygon,1840022277
Chester,Chester,MT,Montana,Liberty,30051,59522,48.5105441,-110.9674714,847,polygon,1840022278
Sunburst,Sunburst,MT,Montana,Toole,30101,59482,48.8827754,-111.9114244,375,polygon,1840022279
Medicine Lake,Medicine Lake,MT,Montana,Sheridan,30091,59247,48.5014138,-104.5046771,225,polygon,1840022280
Outlook,Outlook,MT,Montana,Sheridan,30091,59252 59254,48.8875277,-104.7777447,47,polygon,1840022281
Westby,Westby,MT,Montana,Sheridan,30091,59275,48.8703053,-104.0518797,168,polygon,1840022282
Concrete,Concrete,WA,Washington,Skagit,53057,98237,48.5392813,-121.7462513,705,polygon,1840022283
Valier,Valier,MT,Montana,Pondera,30073,59486,48.3077541,-112.2497602,509,polygon,1840022284
Plains,Plains,MT,Montana,Sanders,30089,59859,47.4602135,-114.8829119,1048,polygon,1840022285
Mansfield,Mansfield,WA,Washington,Douglas,53017,98830,47.8115323,-119.6367141,320,polygon,1840022286
Waterville,Waterville,WA,Washington,Douglas,53017,98858,47.6470761,-120.0711788,1138,polygon,1840022287
Circle,Circle,MT,Montana,McCone,30055,59215,47.416675,-105.5922222,615,polygon,1840022288
Millwood,Millwood,WA,Washington,Spokane,53063,99206 99212,47.6812828,-117.2827102,1786,polygon,1840022289
Spangle,Spangle,WA,Washington,Spokane,53063,99031,47.4273936,-117.3801986,278,polygon,1840022290
Waverly,Waverly,WA,Washington,Spokane,53063,99012 99039,47.342674,-117.2279679,106,polygon,1840022291
Mattawa,Mattawa,WA,Washington,Grant,53025,99349,46.73791,-119.9028234,4437,polygon,1840022292
Coulee City,Coulee City,WA,Washington,Grant,53025,99115,47.6112561,-119.2922499,562,polygon,1840022293
Wilson Creek,Wilson Creek,WA,Washington,Grant,53025,98860,47.4232005,-119.1208498,205,polygon,1840022294
Odessa,Odessa,WA,Washington,Lincoln,53043,99159,47.3332023,-118.6908274,910,polygon,1840022295
Wilbur,Wilbur,WA,Washington,Lincoln,53043,99185,47.7587628,-118.7055589,884,polygon,1840022296
Moore,Moore,MT,Montana,Fergus,30027,59464,46.9755231,-109.6968536,193,polygon,1840022297
Winifred,Winifred,MT,Montana,Fergus,30027,59489,47.557759,-109.374902,208,polygon,1840022298
Skykomish,Skykomish,WA,Washington,King,53033,98288,47.7092746,-121.3601014,198,polygon,1840022299
Yarrow Point,Yarrow Point,WA,Washington,King,53033,98004,47.64621,-122.2173461,1001,polygon,1840022300
Neihart,Neihart,MT,Montana,Cascade,30013,59465,46.9332955,-110.7357707,51,polygon,1840022301
Cascade,Cascade,MT,Montana,Cascade,30013,59421,47.2710609,-111.7005374,685,polygon,1840022302
Winnett,Winnett,MT,Montana,Petroleum,30069,59087,47.002759,-108.3520716,182,polygon,1840022303
South Cle Elum,South Cle Elum,WA,Washington,Kittitas,53037,98943 98922,47.1856752,-120.9489713,532,polygon,1840022304
Superior,Superior,MT,Montana,Mineral,30061,59872,47.1915937,-114.8917978,812,polygon,1840022305
Stanford,Stanford,MT,Montana,Judith Basin,30045,59479,47.1535787,-110.2182615,401,polygon,1840022306
Carbonado,Carbonado,WA,Washington,Pierce,53053,98323 98396,47.0798248,-122.0515005,610,polygon,1840022307
South Prairie,South Prairie,WA,Washington,Pierce,53053,98385,47.1392684,-122.0981691,434,polygon,1840022308
Steilacoom,Steilacoom,WA,Washington,Pierce,53053,98388,47.1698197,-122.6026274,5985,polygon,1840022309
Wilkeson,Wilkeson,WA,Washington,Pierce,53053,98396,47.1053802,-122.0456673,477,polygon,1840022310
Wibaux,Wibaux,MT,Montana,Wibaux,30109,59353,46.9850135,-104.1882691,589,polygon,1840022311
Washtucna,Washtucna,WA,Washington,Adams,53001,99371,46.7565354,-118.3105282,208,polygon,1840022312
Malden,Malden,WA,Washington,Whitman,53075,99149,47.2287815,-117.4726928,203,polygon,1840022313
Oakesdale,Oakesdale,WA,Washington,Whitman,53075,99158,47.1282275,-117.2426823,422,polygon,1840022314
Colton,Colton,WA,Washington,Whitman,53075,99113,46.56794,-117.1284985,418,polygon,1840022315
Uniontown,Uniontown,WA,Washington,Whitman,53075,99179,46.5393291,-117.0876629,294,polygon,1840022316
Terry,Terry,MT,Montana,Prairie,30079,59349,46.7930626,-105.3122086,605,polygon,1840022317
Naches,Naches,WA,Washington,Yakima,53077,98937,46.730958,-120.699516,795,polygon,1840022318
Tieton,Tieton,WA,Washington,Yakima,53077,98947,46.7020686,-120.7553504,1191,polygon,1840022319
Philipsburg,Philipsburg,MT,Montana,Granite,30039,59858,46.3321477,-113.2942303,820,polygon,1840022320
Pe Ell,Pe Ell,WA,Washington,Lewis,53041,98572 98522,46.5703798,-123.2973663,632,polygon,1840022321
Melstone,Melstone,MT,Montana,Musselshell,30065,59054,46.5985922,-107.8720495,96,polygon,1840022322
Pinesdale,Pinesdale,MT,Montana,Ravalli,30081,59841,46.3293663,-114.2167649,917,polygon,1840022323
Stevensville,Stevensville,MT,Montana,Ravalli,30081,59870,46.5099225,-114.0931588,1809,polygon,1840022324
Starbuck,Starbuck,WA,Washington,Columbia,53013,99359,46.5195882,-118.128845,129,polygon,1840022325
Whitehall,Whitehall,MT,Montana,Jefferson,30043,59759,45.8707598,-112.0974942,1038,polygon,1840022326
Cathlamet,Cathlamet,WA,Washington,Wahkiakum,53069,98612,46.2031656,-123.3831834,532,polygon,1840022327
Manhattan,Manhattan,MT,Montana,Gallatin,30031,59741,45.8565951,-111.3324599,1520,polygon,1840022328
West Yellowstone,West Yellowstone,MT,Montana,Gallatin,30031,59758,44.6621494,-111.1041092,1271,polygon,1840022329
Clyde Park,Clyde Park,MT,Montana,Park,30067,59018,45.8868789,-110.6038188,288,polygon,1840022330
Walkerville,Walkerville,MT,Montana,Silver Bow,30093,59701 59703,46.0340933,-112.5358563,675,polygon,1840022331
Columbus,Columbus,MT,Montana,Stillwater,30095,59019,45.6366076,-109.2521057,1893,polygon,1840022332
Yacolt,Yacolt,WA,Washington,Clark,53011,98675,45.8659467,-122.4062074,1566,polygon,1840022333
Summerville,Summerville,OR,Oregon,Union,41061,97876,45.4884699,-118.0029941,135,polygon,1840022334
Sheridan,Sheridan,MT,Montana,Madison,30057,59749,45.4554809,-112.1969372,642,polygon,1840022335
Twin Bridges,Twin Bridges,MT,Montana,Madison,30057,59754,45.5443703,-112.331112,375,polygon,1840022336
Virginia City,Virginia City,MT,Montana,Madison,30057,59755,45.2938143,-111.9460911,190,polygon,1840022337
Nowthen,Nowthen,MN,Minnesota,Anoka,27003,55303 55330,45.3280207,-93.4702341,4443,polygon,1840022338
Spray,Spray,OR,Oregon,Wheeler,41069,97874,44.8343065,-119.7944489,160,polygon,1840022339
Piedmont,Piedmont,SD,South Dakota,Meade,46093,57769,44.231653,-103.3890753,222,polygon,1840022340
Meeteetse,Meeteetse,WY,Wyoming,Park,56029,82433,44.1571766,-108.8715193,327,polygon,1840022341
Manderson,Manderson,WY,Wyoming,Big Horn,56003,82432,44.2694022,-107.963986,114,polygon,1840022342
Byron,Byron,WY,Wyoming,Big Horn,56003,82412 82431,44.7963411,-108.5065095,593,polygon,1840022343
Wright,Wright,WY,Wyoming,Campbell,56005,82732,43.746915,-105.4705481,1807,polygon,1840022344
Clearmont,Clearmont,WY,Wyoming,Sheridan,56033,82835,44.6402571,-106.3808739,142,polygon,1840022345
Moorcroft,Moorcroft,WY,Wyoming,Crook,56011,82721,44.2633149,-104.9502538,1009,polygon,1840022346
Pine Haven,Pine Haven,WY,Wyoming,Crook,56011,82721,44.3577604,-104.8105258,490,polygon,1840022347
Sundance,Sundance,WY,Wyoming,Crook,56011,82729,44.4063746,-104.3757816,1182,polygon,1840022348
Canyon City,Canyon City,OR,Oregon,Grant,41023,97820,44.3895995,-118.9502315,703,polygon,1840022349
Waterloo,Waterloo,OR,Oregon,Linn,41043,97355,44.4940121,-122.8253658,229,polygon,1840022350
Upton,Upton,WY,Wyoming,Weston,56045,82730,44.0997037,-104.6280156,1100,polygon,1840022351
